id,name,price_nzd,room_type,accommodates,minimum_nights,review_scores_rating,number_of_reviews,last_review,region_parent_name,latitude,longitude,host_name,formatted_price
l48723331,Bed and breakfast in Karapiro · ★4.67 · 1 bedroom · 1 bed · 1 private bath,200.0,Private room,2,1,4.67,3,2022-02-26,Waipa District,-37.91889000000001,175.53928,Robyn,$200.00
l42360918,Home in Andrew Don Drive · ★4.53 · 3 bedrooms · 4 beds · 2 baths,379.0,Entire home/apt,6,1,4.53,19,2023-07-21,Mackenzie District,-44.0095,170.47268,Stay @ Tekapo,$379.00
l16897378,Guesthouse in Eskdale · ★4.90 · 2 bedrooms · 2 beds · 1 bath,255.0,Entire home/apt,4,1,4.9,361,2023-08-19,Napier City,-39.42117,176.8626,Michelle,$255.00
l53666354,Cottage in Mangakino · 3 bedrooms · 5 beds · 1 bath,250.0,Entire home/apt,8,3,5.0,1,2022-01-02,Taupo District,-38.36811,175.77466,Raine,$250.00
l812681999646053823,Rental unit in Auckland · ★4.89 · 1 bedroom · 1 bed · 1 bath,132.0,Entire home/apt,2,3,4.89,9,2023-08-13,Auckland,-36.85872,174.75558999999996,Yves,$132.00
l555799672387972797,Home in Whangamatā · ★4.70 · 4 bedrooms · 9 beds · 1.5 baths,350.0,Entire home/apt,12,2,4.7,10,2023-03-25,Thames-Coromandel District,-37.1898,175.857,Hayley,$350.00
l38367044,Rental unit in Akaroa · ★4.77 · 2 bedrooms · 3 beds · 1 bath,239.0,Entire home/apt,5,1,4.77,39,2023-06-05,Christchurch City,-43.80917,172.96336000000005,Thomas,$239.00
l41195253,Rental unit in Lewis Pass · ★4.87 · 1 bedroom · 2 beds · 1.5 baths,179.0,Entire home/apt,4,1,4.87,53,2023-08-25,Buller District,-42.3346,172.18163,Dani,$179.00
l41218567,Guest suite in Rotorua · ★4.79 · 1 bedroom · 2 beds · 1 bath,100.0,Entire home/apt,3,2,4.79,187,2023-08-12,Rotorua District,-38.12612,176.243,Kinga,$100.00
l29738763,Guest suite in Auckland · ★5.0 · 2 bedrooms · 2 beds · 1 bath,87.0,Entire home/apt,3,1,5.0,13,2022-10-01,Auckland,-36.72161,174.69948,Anton,$87.00
l36321039,Home in Tai Tapu · ★4.80 · 3 bedrooms · 4 beds · 1 bath,92.0,Entire home/apt,6,1,4.8,555,2023-08-28,Selwyn District,-43.650785774916464,172.5556918558266,Julia,$92.00
l17627790,Home in Martinborough · ★4.93 · 4 bedrooms · 5 beds · 1 bath,264.0,Entire home/apt,8,1,4.93,139,2023-06-26,South Wairarapa District,-41.21494000000001,175.45967,Diane,$264.00
l33145577,Home in Hahei · ★4.92 · 2 bedrooms · 3 beds · 1 bath,373.0,Entire home/apt,4,1,4.92,77,2023-07-15,Thames-Coromandel District,-36.84358,175.80234,Tina,$373.00
l619733036933054173,Serviced apartment in Auckland · ★4.90 · Studio · 1 bed · 1 bath,250.0,Entire home/apt,2,1,4.9,20,2023-01-07,Auckland,-36.895542,174.698746,Roomie,$250.00
l9099948,Rental unit in Christchurch · ★4.86 · 1 bedroom · 1 bed · 1 bath,95.0,Entire home/apt,2,2,4.86,258,2023-05-16,Christchurch City,-43.58131,172.77405,Malcolm,$95.00
l47517054,Hotel in Katikati · 2 bedrooms · 3 beds · 1 private bath,282.0,Private room,6,1,,0,,Western Bay of Plenty District,-37.55624,175.91593999999995,Erin,$282.00
l940174965793703310,Rental unit in Wānaka · ★New · Studio · 2 baths,518.0,Entire home/apt,4,2,,0,,Queenstown-Lakes District,-44.700109216664536,169.1179139377239,Te Wanaka Lodge,$518.00
l878680211202524186,Home in Hamilton · ★4.50 · 3 bedrooms · 5 beds · 2 baths,207.0,Entire home/apt,8,2,4.5,6,2023-08-09,Hamilton City,-37.752477,175.28163899999996,NewTrip,$207.00
l597332503715836696,casa particular in Katikati · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,99.0,Private room,2,1,5.0,19,2023-04-09,Western Bay of Plenty District,-37.54116,175.93239,Jeanette,$99.00
l646710285414872005,Home in Taupō · ★4.79 · 3 bedrooms · 6 beds · 1 bath,198.0,Entire home/apt,6,2,4.79,33,2023-08-24,Taupo District,-38.69708,176.09521,Kim,$198.00
l28283852,Home in Hanmer Springs · ★4.52 · 3 bedrooms · 3 beds · 3 baths,220.0,Entire home/apt,6,2,4.52,24,2023-06-25,Hurunui District,-42.5332408,172.81411599999996,Hanmer Holiday Homes,$220.00
l51393583,Home in Wellington · ★4.89 · 5 bedrooms · 5 beds · 2 baths,387.0,Entire home/apt,10,2,4.89,44,2023-08-18,Wellington City,-41.26394000000001,174.77952,Carmen,$387.00
l46072299,Guest suite in Auckland · ★4.91 · 1 bedroom · 1 bed · 1 bath,95.0,Entire home/apt,2,2,4.91,44,2023-08-11,Auckland,-36.75943,174.68025,Sonja,$95.00
l658320970098301432,Home in Motuoapa · 1 bedroom · 1 bed · 1 bath,185.0,Entire home/apt,2,2,4.0,2,2023-07-16,Taupo District,-38.93236169664622,175.8733630925417,Ginny,$185.00
l47313080,Home in Wanaka · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,80.0,Private room,2,1,4.0,4,2022-07-15,Queenstown-Lakes District,-44.67702,169.16586999999996,Joao Paulo,$80.00
l41434729,Home in Taupo · ★4.89 · 2 bedrooms · 2 beds · 1 bath,140.0,Entire home/apt,4,1,4.89,121,2023-08-31,Taupo District,-38.71559,176.09405,Brian,$140.00
l751007200265247704,Vacation home in Woodlands · ★4.85 · 3 bedrooms · 3 beds · 1.5 baths,237.0,Entire home/apt,8,2,4.85,13,2023-08-10,Southland District,-46.36768656002646,168.52447321481932,Rose,$237.00
l53869152,Bed and breakfast in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 private bath,160.0,Private room,2,2,5.0,8,2023-02-05,Waipa District,-37.92362,175.48612,Darren,$160.00
l963247685944171356,Bed and breakfast in Raukawa · ★New · 1 bedroom · 1 bed · 1 shared bath,390.0,Private room,2,1,,0,,Hastings District,-39.68922240354979,176.71505934715896,Charlotte And Stephen,$390.00
l645790308467666490,Home in Christchurch · ★4.50 · 2 bedrooms · 2 beds · 2 baths,208.0,Entire home/apt,4,2,4.5,6,2023-02-16,Christchurch City,-43.51715009999999,172.6289292,Karen Mayie And Team,$208.00
l841647143479926064,Guesthouse in Pirongia · ★5.0 · 2 bedrooms · 3 beds · 1 bath,200.0,Entire home/apt,4,2,5.0,3,2023-06-14,Waipa District,-37.9874591,175.2132224,Mims,$200.00
l11497075,Place to stay in Akitio · 8 bedrooms · 1 bed · 1 private bath,200.0,Private room,2,1,5.0,1,2020-01-08,Tararua District,-40.59726,176.41928,Cecil,$200.00
l766113704604171623,Home in Kaikōura · 7 bedrooms · 8 beds · 5 baths,501.0,Entire home/apt,10,2,,0,,Kaikoura District,-42.38076,173.67904,Bachcare,$501.00
l802563215421149738,Home in Mangatāwhiri · 3 bedrooms · 3 beds · 2 baths,273.0,Entire home/apt,6,2,5.0,1,2023-08-05,Auckland,-37.18445,175.04347,Jocelyn,$273.00
l51027432,Guesthouse in Wānaka · ★5.0 · 1 bedroom · 1 bed · 1 bath,160.0,Entire home/apt,2,2,5.0,62,2023-08-27,Queenstown-Lakes District,-44.71371,169.13449,Alice,$160.00
l47459679,Home in Invercargill · ★4.0 · 1 bedroom · 1 bed · 1.5 shared baths,78.0,Private room,2,2,4.0,4,2021-06-19,Invercargill City,-46.40149,168.36639,Ella,$78.00
l632119869135761372,Farm stay in Cambridge · 4 bedrooms · 4 beds · 2 baths,500.0,Entire home/apt,6,2,5.0,1,2023-06-17,Waipa District,-37.8671325,175.48399809999995,Jo,$500.00
l735042381059281048,Home in Whangamatā · 3 bedrooms · 3 beds · 2 baths,259.0,Entire home/apt,6,2,,0,,Thames-Coromandel District,-37.2146,175.87046999999995,Bachcare,$259.00
l796583749121515787,Cabin in Ruawai · ★5.0 · 1 bedroom · 3 beds · 1 bath,113.0,Entire home/apt,4,2,5.0,3,2023-06-30,Kaipara District,-36.05786610000001,173.96746299999995,Wendy And Grant,$113.00
l752145549929287592,Guest suite in Pukekohe · ★4.97 · 1 bedroom · 1 bed · 1 bath,103.0,Entire home/apt,2,1,4.97,69,2023-08-13,Auckland,-37.19082597859468,174.92427986115212,Tersia,$103.00
l41563247,Rental unit in Whitianga · ★4.95 · 1 bedroom · 1 bed · 1 private bath,92.0,Private room,2,1,4.95,24,2020-03-18,Thames-Coromandel District,-36.83084,175.70603,Jay,$92.00
l901113081005081273,Rental unit in Springvale · ★5.0 · 1 bedroom · 1 bed · 1 bath,93.0,Entire home/apt,4,1,5.0,18,2023-08-26,Central Otago District,-45.1984702,169.36541430000003,Lauren,$93.00
l24248026,Hostel in Picton · ★4.54 · 5 bedrooms · 5 beds · 3 shared baths,77.0,Private room,2,1,4.54,110,2023-08-07,Marlborough District,-41.28909,174.00471000000005,The,$77.00
l32050155,Home in Waihi · ★5.0 · 4 bedrooms · 6 beds · 2 baths,287.0,Entire home/apt,8,2,5.0,9,2020-02-23,Hauraki District,-37.36055,175.86697,Judy,$287.00
l732801149794951351,Rental unit in Wānaka · ★4.94 · 2 bedrooms · 2 beds · 1.5 baths,250.0,Entire home/apt,4,1,4.94,49,2023-08-21,Queenstown-Lakes District,-44.68325,169.1881,Jason,$250.00
l738087961096913651,Home in Arapuni · ★4.95 · 3 bedrooms · 3 beds · 2.5 baths,500.0,Entire home/apt,6,3,4.95,20,2023-08-14,South Waikato District,-38.0669068,175.65222260000004,Megan,$500.00
l53648243,Rental unit in Lake Tekapo · ★4.72 · 1 bedroom · 1 bed · 1 bath,224.0,Entire home/apt,2,1,4.72,25,2023-03-25,Mackenzie District,-44.01028,170.47268,Stay @ Tekapo,$224.00
l17242568,Rental unit in Wellington · ★4.76 · 1 bedroom · 1 bed · 1 bath,155.0,Entire home/apt,2,30,4.76,21,2022-12-09,Wellington City,-41.29135894775391,174.77438354492188,John,$155.00
l658814026155286385,Bungalow in Taupō · 5 bedrooms · 7 beds · 2 baths,776.0,Entire home/apt,10,2,5.0,1,2023-07-28,Taupo District,-38.73482,176.00907,Bachcare,$776.00
l760245855010773651,Rental unit in Christchurch · 1 bedroom · 1 bed · 1 bath,109.0,Entire home/apt,2,7,,0,,Christchurch City,-43.5242109,172.63435869999995,Shala,$109.00
l685026714691967775,Bed and breakfast in Auckland · ★3.50 · 1 bedroom · 1 bed · 1 private bath,120.0,Private room,2,1,3.5,4,2022-12-03,Auckland,-36.91089,174.90593,Vishal,$120.00
l766168024658008127,Home in Wānaka · ★5.0 · 5 bedrooms · 3.5 baths,1610.0,Entire home/apt,13,2,5.0,3,2023-06-28,Queenstown-Lakes District,-44.66661,169.12747,Te Wanaka Lodge,"$1,610.00"
l32528720,Cottage in Totara Valley · ★4.98 · 2 bedrooms · 4 beds · 1 bath,80.0,Entire home/apt,5,1,4.98,249,2021-09-30,Timaru District,-44.24987,171.06267,Kerri,$80.00
l23204560,Hut in Pigeon Bay · ★4.91 · 1 bedroom · 3 beds · 1 bath,70.0,Entire home/apt,3,1,4.91,199,2023-06-24,Christchurch City,-43.71427,172.89668,Fiona Grace,$70.00
l14825843,Rental unit in Whanganui · ★4.28 · 1 bedroom · 1 bed · 1 bath,121.0,Entire home/apt,2,1,4.28,18,2020-11-21,Whanganui District,-39.91353,175.05605,Cathy & Gary,$121.00
l39957213,Guesthouse in Tamahere · ★4.97 · 1 bedroom · 2 beds · 1 bath,153.0,Entire home/apt,3,1,4.97,275,2023-08-31,Waikato District,-37.837,175.41557,Lynley,$153.00
l34722469,Rental unit in Auckland · ★4.40 · 2 bedrooms · 2 beds · 2 baths,243.0,Entire home/apt,4,2,4.4,97,2023-08-27,Auckland,-36.84303,174.75695,Stefan,$243.00
l21938425,Guest suite in Auckland · ★4.91 · 3 bedrooms · 3 beds · 1 bath,350.0,Entire home/apt,4,3,4.91,11,2022-12-28,Auckland,-36.87593,175.03849,Debra,$350.00
l726935770954988081,Home in Jacks Point · ★5.0 · 3 bedrooms · 4 beds · 3 baths,671.0,Entire home/apt,6,3,5.0,7,2023-04-22,Queenstown-Lakes District,-45.07857960000001,168.7445315,Lucy & Luke,$671.00
l22031679,Rental unit in Napier · ★4.94 · 1 bedroom · 1 bed · 1 bath,110.0,Entire home/apt,2,2,4.94,320,2023-08-26,Napier City,-39.481,176.88543,Virginia And Iain,$110.00
l17000212,Home in Queenstown · ★4.95 · 1 bedroom · 1 bed · 1 private bath,145.0,Private room,2,2,4.95,334,2023-08-22,Queenstown-Lakes District,-45.03922,168.63173999999995,Kat,$145.00
l22232937,Home in Franz Josef Glacier · ★4.91 · 3 bedrooms · 4 beds · 2 baths,324.0,Entire home/apt,6,1,4.91,188,2023-08-07,Westland District,-43.36521,170.20651,Amanda,$324.00
l816699140457871096,Home in Porirua · ★4.38 · 3 bedrooms · 3 beds · 1 bath,242.0,Entire home/apt,6,2,4.38,16,2023-08-26,Porirua City,-41.14244,174.84812,Esther,$242.00
l587034515855034937,Guest suite in Opua · ★5.0 · Studio · 1 bed · 1 bath,160.0,Entire home/apt,2,1,5.0,32,2023-08-21,Far North District,-35.32051,174.10756,Christine,$160.00
l24734443,Home in Auckland · ★4.98 · 1 bedroom · 1 bed · 1 private bath,110.0,Private room,2,2,4.98,42,2023-04-23,Auckland,-36.86085,174.9007,Debbie,$110.00
l769934595659592406,Home in Papamoa · 3 bedrooms · 4 beds · 2.5 baths,471.0,Entire home/apt,6,1,,0,,Tauranga City,-37.72031,176.31841,Lucy,$471.00
l844545056046912283,Bed and breakfast in Taieri Mouth · 1 bedroom · 1 bed · 1.5 shared baths,276.0,Private room,2,1,,0,,Clutha District,-46.05515,170.19288,Katrina,$276.00
l46792439,Bungalow in Hastings · ★4.71 · 3 bedrooms · 3 beds · 1 bath,499.0,Entire home/apt,5,2,4.71,7,2021-05-15,Hastings District,-39.64457,176.86098,Hannah,$499.00
l41214636,Tiny home in Ben Ohau · ★4.99 · 1 bedroom · 1 bed · 1 bath,456.0,Entire home/apt,2,1,4.99,391,2023-08-18,Mackenzie District,-44.26568,169.9414,Chloe,$456.00
l44684324,Cottage in Mount Somers · ★4.89 · 2 bedrooms · 3 beds · 1 bath,195.0,Entire home/apt,4,2,4.89,37,2023-09-03,Ashburton District,-43.70472,171.40185,Joan,$195.00
l753755460924690395,Serviced apartment in Wellington · ★4.73 · 1 bedroom · 1 bed · 1 bath,279.0,Entire home/apt,2,1,4.73,11,2023-03-19,Wellington City,-41.2835,174.77621000000005,Nitish,$279.00
l771168108314184295,Rental unit in Auckland · ★4.50 · 3 bedrooms · 4 beds · 2 baths,993.0,Entire home/apt,6,2,4.5,4,2023-08-16,Auckland,-36.839642,174.7655363,David,$993.00
l4210947,"Home in French Farm, RD 2  · ★5.0 · 1 bedroom · 1 bed · 1.5 baths",170.0,Private room,2,2,5.0,98,2023-01-26,Christchurch City,-43.784,172.90277,Jenny & Tony,$170.00
l887869097090969649,Home in Christchurch · 1 bedroom · 2 beds · 1 bath,55.0,Private room,3,2,,0,,Christchurch City,-43.45587,172.61721,Ritsuko,$55.00
l50162928,Home in Hāwera · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,285.0,Entire home/apt,8,2,5.0,31,2023-07-13,South Taranaki District,-39.57875,174.25859,Ferdio,$285.00
l28874218,Home in Taupo · ★4.80 · 2 bedrooms · 5 beds · 1 bath,160.0,Entire home/apt,6,2,4.8,237,2023-09-02,Taupo District,-38.68402,176.0815,Raewyn,$160.00
l33022372,Tiny home in Kaitake · ★4.75 · 1 bed · 1 bath,35.0,Entire home/apt,2,2,4.75,57,2023-07-03,New Plymouth District,-39.12881,173.93091,Louise,$35.00
l31926106,Guest suite in Paeroa · ★4.91 · Studio · 1 bed · 1 private bath,65.0,Private room,2,1,4.91,46,2021-06-02,Hauraki District,-37.38276,175.67982,Rosemary,$65.00
l41268007,Guesthouse in Matamata · ★5.0 · 1 bedroom · 2 beds · 1 bath,180.0,Entire home/apt,4,1,5.0,27,2023-03-19,Matamata-Piako District,-37.80445,175.80342,Anne,$180.00
l658827452699887710,Bungalow in Havelock North · 3 bedrooms · 4 beds · 2 baths,562.0,Entire home/apt,6,2,,0,,Hastings District,-39.67028,176.88879,Bachcare,$562.00
l26566801,Home in Gisborne · ★4.72 · 4 bedrooms · 5 beds · 2 baths,360.0,Entire home/apt,8,3,4.72,25,2023-06-19,Gisborne District,-38.68894,178.07166999999995,Kirsty,$360.00
l935847588964607858,Guesthouse in Auckland · ★5.0 · Studio · 1 bed · 1 bath,101.0,Entire home/apt,2,1,5.0,11,2023-08-17,Auckland,-36.95329735417866,174.65036632529484,Keisha,$101.00
l41178624,Home in Taupo · ★4.97 · 4 bedrooms · 5 beds · 2 baths,379.0,Entire home/apt,8,2,4.97,98,2023-09-02,Taupo District,-38.70795,176.09046,Nicola,$379.00
l746039255216195302,Bed and breakfast in Auckland · ★5.0 · 1 bedroom · 1 bed · 1 private bath,110.0,Private room,2,1,5.0,18,2023-08-18,Auckland,-36.8663818,174.7438166,Kirsty,$110.00
l30402359,Home in Hamilton · ★5.0 · 4 bedrooms · 4 beds · 2 baths,339.0,Entire home/apt,8,2,5.0,12,2021-06-19,Hamilton City,-37.72026,175.23535,Emma,$339.00
l925391464708438115,Home in Pukekohe · ★New · 1 bedroom · 1 bed · 1 bath,53.0,Private room,2,1,5.0,1,2023-07-23,Auckland,-37.19171970024429,174.89878172162014,Pushpdeep,$53.00
l41091237,Home in Oamaru · ★5.0 · 2 bedrooms · 3 beds · 1 bath,200.0,Entire home/apt,6,2,5.0,66,2023-08-27,Waitaki District,-45.11752,170.97299999999996,Rachel,$200.00
l33175927,Home in Wellington · ★4.90 · 2 bedrooms · 3 beds · 1 private bath,130.0,Private room,4,2,4.9,20,2020-07-07,Wellington City,-41.22714000000001,174.82294,Jenny & Dave,$130.00
l40954838,Home in Auckland · ★4.82 · 3 bedrooms · 4 beds · 2 baths,195.0,Entire home/apt,6,1,4.82,38,2022-12-25,Auckland,-36.90393,174.83397,Milica,$195.00
l35440406,Hotel in North Dunedin · 10 bedrooms · 2 beds · 1 private bath,202.0,Private room,3,1,4.5,2,2023-05-26,Dunedin City,-45.85661,170.51315,Lens,$202.00
l690624394580319478,Home in Wānaka · 3 bedrooms · 4 beds · 2 baths,450.0,Entire home/apt,5,5,,0,,Queenstown-Lakes District,-44.6923578495164,169.14554871618748,Nicole,$450.00
l38132067,Rental unit in Queenstown · ★4.72 · 2 bedrooms · 3 beds · 1 bath,423.0,Entire home/apt,4,4,4.72,66,2023-08-31,Queenstown-Lakes District,-45.03251,168.6747,Katrina,$423.00
l865437786895649398,Home in Masterton · 4 bedrooms · 4 beds · 2.5 baths,325.0,Entire home/apt,7,2,,0,,Masterton District,-40.95962,175.69384,Catriona,$325.00
l5930619,Home in Grovetown · ★4.85 · 1 bedroom · 1 bed · 2 shared baths,155.0,Private room,2,1,4.85,40,2022-11-14,Marlborough District,-41.47991,173.96967,Anne,$155.00
l43479438,Guest suite in Waihi Beach · ★4.95 · 1 bedroom · 1 bed · 1 bath,138.0,Entire home/apt,2,2,4.95,210,2023-07-24,Western Bay of Plenty District,-37.41123,175.94478,Sandra,$138.00
l832689291777291723,Home in Dunedin · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,45.0,Private room,1,1,4.5,8,2023-08-06,Dunedin City,-45.84774,170.51433,Muhammad Umer,$45.00
l11824892,Guest suite in Tauranga · ★4.85 · 3 bedrooms · 4 beds · 2 baths,180.0,Entire home/apt,6,2,4.85,52,2023-08-31,Tauranga City,-37.71653,176.11745,Melanie,$180.00
l39893848,Townhouse in Mount Maunganui · ★4.81 · 3 bedrooms · 4 beds · 1.5 baths,552.0,Entire home/apt,6,2,4.81,63,2023-01-29,Tauranga City,-37.64227,176.18461000000005,Kerry,$552.00
l45912858,Guesthouse in Paeroa · ★4.90 · 1 bedroom · 1 bed · 1 bath,110.0,Entire home/apt,2,1,4.9,185,2023-08-20,Hauraki District,-37.3801,175.66821299999995,Kerrie,$110.00
l639508583422569963,Home in Wanaka · 3 bedrooms · 5 beds · 2 baths,600.0,Entire home/apt,7,5,5.0,1,2023-01-01,Queenstown-Lakes District,-44.67781,169.1603,Jessica,$600.00
l709713417270752356,Guesthouse in Auckland · ★4.44 · 1 bedroom · 1 bed · 1 bath,81.0,Entire home/apt,1,1,4.44,79,2023-08-26,Auckland,-36.97602,174.79956,Shaz,$81.00
l21412208,Guesthouse in Kerikeri · ★5.0 · 2 bedrooms · 3 beds · 1 bath,242.0,Entire home/apt,4,1,5.0,44,2023-07-15,Far North District,-35.21822,173.95578999999995,Mark & Paula,$242.00
l48268009,Home in Carterton · ★4.33 · 3 bedrooms · 3 beds · 1 bath,158.0,Entire home/apt,6,2,4.33,6,2022-06-18,Carterton District,-41.03714,175.5016,Bachcare,$158.00
l15271709,Rental unit in Dunedin · ★4.92 · 1 bedroom · 1 bed · 1 bath,95.0,Entire home/apt,2,2,4.92,250,2023-07-06,Dunedin City,-45.87514,170.49858,Maja,$95.00
l16664785,Condo in Queenstown · ★4.95 · 2 bedrooms · 3 beds · 1 bath,329.0,Entire home/apt,4,3,4.95,163,2023-08-17,Queenstown-Lakes District,-45.02511,168.69714,Glenn,$329.00
l21850034,Rental unit in Auckland · ★4.94 · 1 bedroom · 1 bed · 1 bath,170.0,Entire home/apt,2,2,4.94,80,2023-08-30,Auckland,-36.87352,174.73127,Vani,$170.00
l753111742391603001,Home in Hamilton · ★4.50 · 4 bedrooms · 5 beds · 2 baths,298.0,Entire home/apt,8,4,4.5,4,2023-04-09,Hamilton City,-37.772591424309134,175.27355191904903,Leanne,$298.00
l776212526672762871,Hotel in New Plymouth · 1 bedroom · 1 bed · 1 private bath,180.0,Private room,2,1,,0,,New Plymouth District,-39.0646695,174.087857,Law,$180.00
l17669263,Home in Horsham Downs · 1 bedroom · 1 bed · 2.5 shared baths,200.0,Private room,2,2,,0,,Waikato District,-37.70134,175.21927,Gail,$200.00
l765612341024281095,Home in Jacks Point · 3 bedrooms · 4 beds · 2 baths,724.0,Entire home/apt,6,2,,0,,Queenstown-Lakes District,-45.07309,168.74953,Bachcare,$724.00
l23207375,Guest suite in Pelorus Bridge · ★4.72 · 4 bedrooms · 1 bed · 1 private bath,80.0,Private room,2,1,4.72,36,2023-01-17,Marlborough District,-41.30207,173.55618,Kelly,$80.00
l37944357,Boutique hotel in Taupo · ★4.90 · 1 bedroom · 2 beds · 1 bath,178.0,Hotel room,3,1,4.9,11,2023-06-17,Taupo District,-38.6887,176.07898,Barrington Motel,$178.00
l19773807,Townhouse in Auckland · ★4.75 · 3 bedrooms · 4 beds · 1.5 baths,260.0,Entire home/apt,6,2,4.75,181,2023-08-21,Auckland,-36.79284000000001,174.76935,James,$260.00
l15552540,Villa in Tawharanui Peninsula · ★4.94 · 5 bedrooms · 7 beds · 4 baths,914.0,Entire home/apt,10,2,4.94,32,2022-05-21,Auckland,-36.38466,174.75463,Rosie,$914.00
l33915115,Home in Cooks Beach · 3 bedrooms · 4 beds · 2 baths,412.0,Entire home/apt,6,2,5.0,2,2020-12-19,Thames-Coromandel District,-36.83218,175.72478999999996,Jenine,$412.00
l955957180237729823,Home in Tūrangi · ★New · 2 bedrooms · 2 beds · 1 bath,220.0,Entire home/apt,4,2,,0,,Taupo District,-38.99472604050904,175.81183200370486,Sue,$220.00
l23569124,Guesthouse in Dunedin · ★4.79 · 1 bedroom · 1 bed · 1 bath,75.0,Entire home/apt,2,2,4.79,235,2023-08-05,Dunedin City,-45.89587,170.52415,Aira & Greg,$75.00
l14157089,Home in New Plymouth · ★4.71 · 2 bedrooms · 1 shared bath,161.0,Shared room,1,2,4.71,7,2021-12-27,New Plymouth District,-39.065,174.04118,Debra,$161.00
l46552182,Home in Invercargill · ★4.67 · 3 bedrooms · 3 beds · 1.5 baths,117.0,Entire home/apt,6,1,4.67,12,2021-02-14,Invercargill City,-46.40763,168.35555,Isabel,$117.00
l47886897,Home in Paraparaumu · ★4.79 · 2 bedrooms · 2 beds · 1.5 shared baths,145.0,Private room,4,1,4.79,28,2023-03-25,Kapiti Coast District,-40.88569,175.00419,Glenis And Julian,$145.00
l49368207,Rental unit in New Plymouth · ★4.91 · 1 bedroom · 1 bed · 1 bath,114.0,Entire home/apt,2,2,4.91,68,2023-08-16,New Plymouth District,-39.08742,174.08575,Alexia,$114.00
l16453625,Home in Russell · ★4.95 · 4 bedrooms · 6 beds · 2.5 baths,300.0,Entire home/apt,8,2,4.95,43,2023-03-07,Far North District,-35.2534,174.11588,Sally,$300.00
l52557003,Villa in Gisborne · ★4.79 · 4 bedrooms · 6 beds · 1.5 baths,311.0,Entire home/apt,10,1,4.79,42,2023-08-31,Gisborne District,-38.66832,178.03292,AnG-Emma-Nicola,$311.00
l40849380,Home in Luggate · ★5.0 · 3 bedrooms · 3 beds · 2 baths,400.0,Entire home/apt,6,2,5.0,3,2023-04-10,Queenstown-Lakes District,-44.74748,169.27537,Annelies,$400.00
l818188089204946593,Home in Auckland · ★5.0 · 1 bedroom · 1 bed · 1 private bath,65.0,Private room,1,1,5.0,16,2023-08-23,Auckland,-36.9521,174.78602,Jessie,$65.00
l713318833012379702,Guesthouse in Dunedin · ★4.98 · 1 bedroom · 2 beds · 1 bath,158.0,Entire home/apt,3,1,4.98,52,2023-08-12,Dunedin City,-45.89204,170.39942,Mary,$158.00
l46111527,Bed and breakfast in Owaka · ★4.80 · 1 bedroom · 2 beds · 1 private bath,120.0,Private room,3,1,4.8,25,2023-04-24,Clutha District,-46.45111,169.66385,Jill,$120.00
l48160309,Home in Tauranga · ★4.88 · 1 bedroom · 1 bed · 1 bath,89.0,Private room,2,1,4.88,160,2023-08-28,Tauranga City,-37.68225,176.13888,Margot,$89.00
l12759005,Cottage in Owaka · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,210.0,Entire home/apt,4,2,4.71,179,2023-08-27,Clutha District,-46.4695,169.65704,Noelene,$210.00
l647920707526912480,Cottage in Waiheke Island · ★4.15 · 3 bedrooms · 3 beds · 1 bath,160.0,Entire home/apt,5,2,4.15,26,2023-04-09,Auckland,-36.7879211,175.0335159,Veronica,$160.00
l903987416223269164,Guesthouse in Clive · ★4.67 · Studio · 1 bed · 1 bath,145.0,Entire home/apt,2,1,4.67,3,2023-08-31,Hastings District,-39.58143820611674,176.91082340793457,Briar,$145.00
l33478169,Townhouse in Hamilton · ★4.78 · 1 bedroom · 1 bed · 1.5 shared baths,48.0,Private room,2,1,4.78,59,2020-03-14,Hamilton City,-37.78961,175.29707,Kate,$48.00
l11444680,Barn in Auckland · ★4.83 · 4 bedrooms · 7 beds · 1.5 baths,165.0,Entire home/apt,9,1,4.83,224,2023-08-20,Auckland,-36.93224,174.60646,Rory,$165.00
l790729960053422263,Condo in Tamaterau · ★5.0 · 1 bedroom · 2 beds · 1 bath,165.0,Entire home/apt,3,2,5.0,12,2023-08-05,Whangarei District,-35.782047,174.41736909999997,Vicki,$165.00
l792093088071747146,Home in Invercargill · 1 bedroom · 2 beds · 1 shared bath,147.0,Private room,3,7,4.5,2,2023-02-24,Invercargill City,-46.4275,168.36359,Ni,$147.00
l814734689815899790,Home in Ōhingaiti · ★4.85 · 3 bedrooms · 4 beds · 1 bath,170.0,Entire home/apt,6,1,4.85,13,2023-08-15,Rangitikei District,-39.865592337458416,175.70739242195123,Memory And Reesh,$170.00
l14029418,Townhouse in Auckland · ★4.93 · 1 bedroom · 1 bed · 2 shared baths,80.0,Private room,2,2,4.93,96,2023-08-05,Auckland,-36.85517,174.74886,Kate & Michael,$80.00
l31574846,Rental unit in Auckland · ★4.50 · 2 bedrooms · 4 beds · 1 bath,146.0,Entire home/apt,5,1,4.5,4,2020-03-03,Auckland,-36.73091,174.73713,Annie,$146.00
